컴투스,A078340,20201230,159900,161500,156800,159300,137883
컴투스,A078340,20201229,152600,161100,151500,159900,224660
컴투스,A078340,20201228,151200,153000,148000,152500,182727
컴투스,A078340,20201224,144700,151400,144100,150900,157298
컴투스,A078340,20201223,146100,148100,143800,144700,141826
컴투스,A078340,20201222,148300,150200,146000,146300,170354
컴투스,A078340,20201221,151500,152400,148800,149000,132494
컴투스,A078340,20201218,155700,156700,152900,153000,140844
컴투스,A078340,20201217,153700,157800,152500,153300,131114
컴투스,A078340,20201216,151600,156300,151600,153700,154624
컴투스,A078340,20201215,152000,156200,150800,151600,162405
컴투스,A078340,20201214,152200,154900,149900,151000,141296
컴투스,A078340,20201211,156000,156600,153200,153800,115850
컴투스,A078340,20201210,149000,157400,148900,154500,265287
컴투스,A078340,20201209,152100,152900,149000,149100,144816
컴투스,A078340,20201208,150000,153800,147000,151700,229650
컴투스,A078340,20201207,156900,157000,148200,150000,357798
컴투스,A078340,20201204,155100,159500,152100,156500,644037
컴투스,A078340,20201203,167100,178400,150400,150900,1484644
컴투스,A078340,20201202,137000,142200,134000,142100,189242
컴투스,A078340,20201201,136500,140000,132800,134000,182505
컴투스,A078340,20201130,135500,142700,134000,134000,301264
컴투스,A078340,20201127,126500,135600,126500,133200,259196
컴투스,A078340,20201126,125100,128300,124500,124800,88691
컴투스,A078340,20201125,129800,131000,123600,124800,144237
컴투스,A078340,20201124,131300,133300,126900,128400,187568
컴투스,A078340,20201123,120000,130900,120000,129700,284723
컴투스,A078340,20201120,117000,122600,116900,121100,91893
컴투스,A078340,20201119,117800,118800,116600,117400,60024
컴투스,A078340,20201118,118700,119800,117300,118700,92319
컴투스,A078340,20201117,122000,123000,117200,117900,115717
컴투스,A078340,20201116,124700,126400,121300,122000,89472
컴투스,A078340,20201113,125000,125600,121800,123200,74008
컴투스,A078340,20201112,124900,125900,120400,125900,100560
컴투스,A078340,20201111,119900,126000,117100,123000,156142
컴투스,A078340,20201110,121000,121000,118300,119900,85006
컴투스,A078340,20201109,121000,124300,119600,123700,79412
컴투스,A078340,20201106,120800,122200,118600,118700,77251
컴투스,A078340,20201105,121100,123800,120000,121600,50458
컴투스,A078340,20201104,117700,121100,116200,120100,74517
컴투스,A078340,20201103,119400,120000,117600,118300,48274
컴투스,A078340,20201102,112200,119400,111300,119200,71784
컴투스,A078340,20201030,115600,115600,111500,111600,36607
컴투스,A078340,20201029,111900,117200,110000,116000,70553
컴투스,A078340,20201028,111300,115200,111300,114000,43578
컴투스,A078340,20201027,114100,114400,111000,111300,64255
컴투스,A078340,20201026,111700,115000,111500,114000,56369
컴투스,A078340,20201023,113000,113600,110200,112300,38763
컴투스,A078340,20201022,115700,115700,111800,111800,45906
컴투스,A078340,20201021,113000,115900,111700,115700,54186
컴투스,A078340,20201020,110300,113100,109500,113000,59409
컴투스,A078340,20201019,112200,114000,111200,111200,36798
컴투스,A078340,20201016,115000,115200,110800,112000,63077
컴투스,A078340,20201015,118500,119700,113800,114000,65220
컴투스,A078340,20201014,119800,119800,117400,118500,46641
컴투스,A078340,20201013,120000,123200,118000,118600,87541
컴투스,A078340,20201012,117600,120300,117200,119000,88025
컴투스,A078340,20201008,117900,118900,116600,116600,51926
컴투스,A078340,20201007,118500,118500,115400,116700,76528
컴투스,A078340,20201006,118900,120000,117500,119100,48360
컴투스,A078340,20201005,115900,119400,115000,118500,73425
컴투스,A078340,20200929,114500,115600,113500,114600,56941
컴투스,A078340,20200928,110500,114600,110500,113300,53578
컴투스,A078340,20200925,112600,112600,108900,110000,56465
컴투스,A078340,20200924,111000,113400,108200,111400,102400
컴투스,A078340,20200923,114200,116500,111600,113500,67857
컴투스,A078340,20200922,117400,118000,112700,113800,74112
컴투스,A078340,20200921,118300,121000,114800,115700,75706
컴투스,A078340,20200918,117000,120400,116200,118100,73692
컴투스,A078340,20200917,121800,122500,117900,117900,77511
컴투스,A078340,20200916,122000,124000,121100,121800,79461
컴투스,A078340,20200915,123800,124100,121700,123000,81773
컴투스,A078340,20200914,124800,125600,122500,122800,59699
컴투스,A078340,20200911,128400,128400,123600,124700,74270
컴투스,A078340,20200910,128300,129500,123700,126400,99422
컴투스,A078340,20200909,127900,130600,125800,125800,78298
컴투스,A078340,20200908,129500,135000,127900,127900,130562
컴투스,A078340,20200907,133200,133600,129500,129800,101364
컴투스,A078340,20200904,121800,134800,120400,128800,270678
컴투스,A078340,20200903,128000,131700,124300,126100,157776
컴투스,A078340,20200902,120000,129900,118100,126500,325911
컴투스,A078340,20200901,111400,114800,111300,114200,56476
컴투스,A078340,20200831,111500,114500,110600,111100,61174
컴투스,A078340,20200828,112600,114800,111000,111600,92231
컴투스,A078340,20200827,112500,113500,110600,111100,48622
컴투스,A078340,20200826,112300,113100,110300,112400,53697
컴투스,A078340,20200825,112000,112800,109100,112800,66094
컴투스,A078340,20200824,107300,111600,107200,110100,83559
컴투스,A078340,20200821,106400,109000,104500,107200,89337
컴투스,A078340,20200820,109100,110000,105100,105900,81531
컴투스,A078340,20200819,110400,111200,108300,110200,91452
컴투스,A078340,20200818,117500,118500,107500,108600,161715
컴투스,A078340,20200814,117000,120800,117000,117900,104523
컴투스,A078340,20200813,120000,120900,117300,117300,93731
컴투스,A078340,20200812,117500,118900,116000,118900,141730
컴투스,A078340,20200811,124900,125000,115800,116800,327214
컴투스,A078340,20200810,127700,127700,123500,124900,105706
컴투스,A078340,20200807,126900,129400,123500,125900,109758
컴투스,A078340,20200806,126000,127500,125000,126200,69440
컴투스,A078340,20200805,127400,128700,125700,127300,84123
컴투스,A078340,20200804,124700,127500,124100,125700,72465
컴투스,A078340,20200803,121200,124700,120300,124500,56483
컴투스,A078340,20200731,123000,123000,119000,120600,61802
컴투스,A078340,20200730,123600,125900,121900,122500,69605
컴투스,A078340,20200729,122000,123800,121500,122700,62922
컴투스,A078340,20200728,121800,124100,121700,122400,35903
컴투스,A078340,20200727,123400,125800,121700,121700,42206
컴투스,A078340,20200724,125000,126300,123000,125500,58168
컴투스,A078340,20200723,123700,128300,123600,126400,77345
컴투스,A078340,20200722,126900,127200,124800,124900,60822
컴투스,A078340,20200721,123200,127400,123200,124800,89174
컴투스,A078340,20200720,126900,128000,123000,125000,46198
컴투스,A078340,20200717,124000,128200,123300,126900,77186
컴투스,A078340,20200716,125300,125700,122200,123300,63350
컴투스,A078340,20200715,129000,129100,124300,124300,95367
컴투스,A078340,20200714,128000,130100,126100,128500,89340
컴투스,A078340,20200713,130800,130800,127200,129200,105467
컴투스,A078340,20200710,128500,133000,126000,129000,153890
컴투스,A078340,20200709,129000,131300,126400,129000,139913
컴투스,A078340,20200708,131300,132500,128600,128800,246900
컴투스,A078340,20200707,136000,137000,131600,131800,114378
컴투스,A078340,20200706,125000,136100,124800,136000,249906
컴투스,A078340,20200703,124600,124600,121700,123500,91357
컴투스,A078340,20200702,113600,123500,112400,123000,185211
컴투스,A078340,20200701,117600,118200,113000,113000,82345
컴투스,A078340,20200630,116900,120000,112300,117600,245755
컴투스,A078340,20200629,105000,114000,104000,108500,163090
컴투스,A078340,20200626,102900,105200,102800,105000,37611
컴투스,A078340,20200625,105100,106500,102700,102700,56825
컴투스,A078340,20200624,105400,107900,105000,107000,75603
컴투스,A078340,20200623,102900,108000,102900,104900,69928
컴투스,A078340,20200622,102700,104300,101500,103000,49762
컴투스,A078340,20200619,104400,105300,101600,103400,54870
컴투스,A078340,20200618,104500,106300,103600,104300,32277
컴투스,A078340,20200617,103300,108000,103300,105000,52503
컴투스,A078340,20200616,102100,107200,102100,105600,63754
컴투스,A078340,20200615,105000,106800,101000,101000,67914
컴투스,A078340,20200612,103000,106900,102000,105700,49911
컴투스,A078340,20200611,107300,108800,105700,106500,77886
컴투스,A078340,20200610,109000,109700,107200,107200,49610
컴투스,A078340,20200609,108200,108600,107000,108200,32148
컴투스,A078340,20200608,107400,109400,106600,107000,36746
컴투스,A078340,20200605,108300,108800,106600,108000,41473
컴투스,A078340,20200604,107700,108800,106400,107000,46571
컴투스,A078340,20200603,108600,109900,106200,108100,89394
컴투스,A078340,20200602,106800,110300,106800,108000,47651
컴투스,A078340,20200601,106200,108500,105600,108000,40013
컴투스,A078340,20200529,107000,108500,105500,106000,56607
컴투스,A078340,20200528,113300,113300,105700,106400,107218
컴투스,A078340,20200527,113000,113900,110900,113000,40544
컴투스,A078340,20200526,108000,114000,108000,113500,94769
컴투스,A078340,20200525,107200,107300,105400,107000,29981
컴투스,A078340,20200522,108000,108100,105300,106200,70451
컴투스,A078340,20200521,110100,111400,107500,108300,48643
컴투스,A078340,20200520,109500,112200,109400,110600,43958
컴투스,A078340,20200519,112600,113000,108900,109500,43391
컴투스,A078340,20200518,112200,114500,110900,110900,45060
컴투스,A078340,20200515,113300,114400,107700,112900,67609
컴투스,A078340,20200514,111700,115000,106800,113100,86132
컴투스,A078340,20200513,114200,116400,110800,111500,100470
컴투스,A078340,20200512,116100,116700,113600,116400,55279
컴투스,A078340,20200511,117200,117200,111300,115600,63342
컴투스,A078340,20200508,110500,116400,110500,114800,114768
컴투스,A078340,20200507,108700,110600,106700,110300,50948
컴투스,A078340,20200506,104000,109500,104000,108900,69833
컴투스,A078340,20200504,104800,107700,102500,102500,49425
컴투스,A078340,20200429,107200,108000,106100,107000,52560
컴투스,A078340,20200428,104600,106600,104000,106500,58239
컴투스,A078340,20200427,104500,106800,104300,106000,44086
컴투스,A078340,20200424,104300,107000,103700,104600,64948
컴투스,A078340,20200423,104000,107000,103200,105100,54636
컴투스,A078340,20200422,100200,105000,99800,105000,93213
컴투스,A078340,20200421,102500,103400,100100,101200,48544
컴투스,A078340,20200420,103400,104500,101400,103400,46512
컴투스,A078340,20200417,100100,103500,100000,103000,71706
컴투스,A078340,20200416,97400,99800,94000,98500,78564
컴투스,A078340,20200414,97700,99700,97700,98300,61372
컴투스,A078340,20200413,97600,99500,96900,97100,78121
컴투스,A078340,20200410,97700,99000,95600,97500,67636
컴투스,A078340,20200409,99800,102300,97600,98100,90667
컴투스,A078340,20200408,96900,102600,96300,99300,115275
컴투스,A078340,20200407,97000,98400,93500,97100,84390
컴투스,A078340,20200406,93900,96800,93100,96300,69709
컴투스,A078340,20200403,91500,93700,87100,93000,103820
컴투스,A078340,20200402,83000,90800,83000,90800,121801
컴투스,A078340,20200401,82700,91000,81800,81800,131547
컴투스,A078340,20200331,83300,84600,81900,84400,96835
컴투스,A078340,20200330,80300,84300,79500,83100,94631
컴투스,A078340,20200327,83300,83700,79500,81400,115566
컴투스,A078340,20200326,81500,83300,79700,80000,152160
컴투스,A078340,20200325,79900,83500,76500,82600,135012
컴투스,A078340,20200324,74100,78000,73200,78000,184990
컴투스,A078340,20200323,72500,76400,69700,71200,94180
컴투스,A078340,20200320,74200,79800,72800,77700,139406
컴투스,A078340,20200319,77000,79500,68300,71100,143805
컴투스,A078340,20200318,79300,82400,76000,76500,113159
컴투스,A078340,20200317,77900,81000,75400,79300,108529
컴투스,A078340,20200316,84300,84800,79000,79000,93750
컴투스,A078340,20200313,80300,88500,79600,84000,147929
컴투스,A078340,20200312,91800,92900,86200,87200,117054
컴투스,A078340,20200311,95600,96200,90600,91000,66009
컴투스,A078340,20200310,93200,99900,93200,95700,58217
컴투스,A078340,20200309,99000,99000,94500,94600,58324
컴투스,A078340,20200306,100700,100800,98800,100000,43481
컴투스,A078340,20200305,100500,101600,99500,101000,118990
컴투스,A078340,20200304,98600,100800,98600,99400,136055
컴투스,A078340,20200303,100100,101600,99200,99500,37391
컴투스,A078340,20200302,99900,99900,97200,99200,68017
컴투스,A078340,20200228,101500,101800,96800,97600,76369
컴투스,A078340,20200227,101600,103600,100600,101600,42228
컴투스,A078340,20200226,102000,104200,100700,102200,46872
컴투스,A078340,20200225,102000,102900,98700,102500,69158
컴투스,A078340,20200224,100000,102000,99700,100500,62346
컴투스,A078340,20200221,101100,103300,100900,101100,37884
컴투스,A078340,20200220,104500,104500,102000,102000,32099
컴투스,A078340,20200219,102800,104800,102500,103800,47191
컴투스,A078340,20200218,102700,104000,101400,102500,46681
컴투스,A078340,20200217,103900,104500,103000,103300,25342
컴투스,A078340,20200214,106300,106300,103800,103800,69794
컴투스,A078340,20200213,107900,107900,105100,106300,79976
컴투스,A078340,20200212,105900,109000,104900,107600,80346
컴투스,A078340,20200211,105500,107700,105000,107000,67776
컴투스,A078340,20200210,104400,105200,102800,105000,28594
컴투스,A078340,20200207,104300,106200,103800,104400,32578
컴투스,A078340,20200206,103200,105600,102200,105500,62028
컴투스,A078340,20200205,103200,104100,101700,102500,46958
